ROS Processes Log
iteration: 141 ; CPU: 5.00% ; MEM: 345.55 MB
iteration: 142 ; CPU: 4.66% ; MEM: 345.64 MB
iteration: 143 ; CPU: 4.66% ; MEM: 345.67 MB
iteration: 144 ; CPU: 4.66% ; MEM: 345.69 MB
iteration: 145 ; CPU: 4.66% ; MEM: 345.73 MB
iteration: 146 ; CPU: 4.66% ; MEM: 345.73 MB
iteration: 147 ; CPU: 4.66% ; MEM: 345.73 MB
iteration: 148 ; CPU: 4.66% ; MEM: 345.73 MB
iteration: 149 ; CPU: 4.33% ; MEM: 345.83 MB
iteration: 150 ; CPU: 4.33% ; MEM: 345.90 MB
iteration: 151 ; CPU: 4.33% ; MEM: 345.90 MB
iteration: 152 ; CPU: 4.33% ; MEM: 345.90 MB
iteration: 153 ; CPU: 4.50% ; MEM: 345.98 MB
iteration: 154 ; CPU: 4.50% ; MEM: 345.98 MB
iteration: 155 ; CPU: 4.50% ; MEM: 345.98 MB
iteration: 156 ; CPU: 4.16% ; MEM: 346.08 MB
iteration: 157 ; CPU: 4.16% ; MEM: 346.59 MB
iteration: 158 ; CPU: 4.16% ; MEM: 346.59 MB
iteration: 159 ; CPU: 4.16% ; MEM: 346.59 MB
iteration: 160 ; CPU: 4.16% ; MEM: 346.67 MB
iteration: 161 ; CPU: 4.33% ; MEM: 346.73 MB
iteration: 162 ; CPU: 4.33% ; MEM: 346.73 MB
iteration: 163 ; CPU: 4.00% ; MEM: 346.73 MB
iteration: 164 ; CPU: 4.00% ; MEM: 346.73 MB
iteration: 165 ; CPU: 4.16% ; MEM: 348.53 MB
iteration: 166 ; CPU: 4.16% ; MEM: 348.53 MB
iteration: 167 ; CPU: 4.16% ; MEM: 348.64 MB
iteration: 168 ; CPU: 4.16% ; MEM: 348.64 MB
iteration: 169 ; CPU: 4.16% ; MEM: 348.64 MB
iteration: 170 ; CPU: 4.00% ; MEM: 348.70 MB
iteration: 171 ; CPU: 4.00% ; MEM: 348.73 MB
iteration: 172 ; CPU: 4.00% ; MEM: 348.73 MB
iteration: 173 ; CPU: 4.00% ; MEM: 348.73 MB
iteration: 174 ; CPU: 4.00% ; MEM: 348.89 MB
iteration: 175 ; CPU: 4.00% ; MEM: 348.89 MB
iteration: 176 ; CPU: 4.00% ; MEM: 348.89 MB
iteration: 177 ; CPU: 3.83% ; MEM: 348.99 MB
iteration: 178 ; CPU: 3.83% ; MEM: 349.06 MB
iteration: 179 ; CPU: 3.83% ; MEM: 349.06 MB
iteration: 180 ; CPU: 3.83% ; MEM: 349.06 MB
iteration: 181 ; CPU: 4.00% ; MEM: 349.13 MB
iteration: 182 ; CPU: 4.00% ; MEM: 349.42 MB
iteration: 183 ; CPU: 4.00% ; MEM: 349.42 MB
iteration: 184 ; CPU: 3.83% ; MEM: 349.48 MB
iteration: 185 ; CPU: 3.83% ; MEM: 349.48 MB
iteration: 186 ; CPU: 3.83% ; MEM: 349.48 MB
iteration: 187 ; CPU: 3.83% ; MEM: 349.48 MB
iteration: 188 ; CPU: 3.83% ; MEM: 349.48 MB
iteration: 189 ; CPU: 3.83% ; MEM: 349.55 MB
iteration: 190 ; CPU: 4.00% ; MEM: 349.55 MB
iteration: 191 ; CPU: 3.66% ; MEM: 349.55 MB
iteration: 192 ; CPU: 3.66% ; MEM: 349.55 MB
iteration: 193 ; CPU: 3.66% ; MEM: 349.55 MB
iteration: 194 ; CPU: 3.83% ; MEM: 349.64 MB
iteration: 195 ; CPU: 3.83% ; MEM: 349.64 MB
iteration: 196 ; CPU: 3.83% ; MEM: 349.64 MB
iteration: 197 ; CPU: 3.83% ; MEM: 349.64 MB
iteration: 198 ; CPU: 3.66% ; MEM: 349.71 MB
iteration: 199 ; CPU: 3.66% ; MEM: 349.71 MB
iteration: 200 ; CPU: 3.66% ; MEM: 349.79 MB
iteration: 201 ; CPU: 3.66% ; MEM: 349.79 MB
iteration: 202 ; CPU: 3.66% ; MEM: 349.79 MB
iteration: 203 ; CPU: 3.66% ; MEM: 349.79 MB
iteration: 204 ; CPU: 3.50% ; MEM: 349.79 MB
iteration: 205 ; CPU: 3.50% ; MEM: 349.86 MB
iteration: 206 ; CPU: 3.50% ; MEM: 349.86 MB
iteration: 207 ; CPU: 3.50% ; MEM: 349.86 MB
iteration: 208 ; CPU: 3.50% ; MEM: 349.86 MB
iteration: 209 ; CPU: 3.50% ; MEM: 349.92 MB
iteration: 210 ; CPU: 3.50% ; MEM: 349.92 MB
iteration: 211 ; CPU: 3.50% ; MEM: 349.92 MB
iteration: 212 ; CPU: 3.50% ; MEM: 350.18 MB
