ROS Processes Log
iteration: 439 ; CPU: 2.00% ; MEM: 358.88 MB
iteration: 440 ; CPU: 2.00% ; MEM: 358.88 MB
iteration: 441 ; CPU: 2.00% ; MEM: 358.88 MB
iteration: 442 ; CPU: 2.00% ; MEM: 358.88 MB
iteration: 443 ; CPU: 2.00% ; MEM: 358.88 MB
iteration: 444 ; CPU: 2.00% ; MEM: 358.88 MB
iteration: 445 ; CPU: 2.00% ; MEM: 358.88 MB
iteration: 446 ; CPU: 2.00% ; MEM: 358.88 MB
iteration: 447 ; CPU: 2.00% ; MEM: 358.88 MB
iteration: 448 ; CPU: 2.00% ; MEM: 358.88 MB
iteration: 449 ; CPU: 2.00% ; MEM: 358.94 MB
iteration: 450 ; CPU: 2.00% ; MEM: 358.94 MB
iteration: 451 ; CPU: 2.00% ; MEM: 358.94 MB
iteration: 452 ; CPU: 2.00% ; MEM: 358.94 MB
iteration: 453 ; CPU: 2.00% ; MEM: 358.94 MB
iteration: 454 ; CPU: 2.00% ; MEM: 358.94 MB
iteration: 455 ; CPU: 2.00% ; MEM: 358.94 MB
iteration: 456 ; CPU: 2.00% ; MEM: 358.94 MB
iteration: 457 ; CPU: 2.00% ; MEM: 358.94 MB
iteration: 458 ; CPU: 2.00% ; MEM: 358.94 MB
iteration: 459 ; CPU: 2.00% ; MEM: 358.94 MB
iteration: 460 ; CPU: 2.00% ; MEM: 359.00 MB
iteration: 461 ; CPU: 2.00% ; MEM: 359.00 MB
iteration: 462 ; CPU: 2.00% ; MEM: 359.00 MB
iteration: 463 ; CPU: 2.00% ; MEM: 359.00 MB
iteration: 464 ; CPU: 2.00% ; MEM: 351.57 MB
iteration: 465 ; CPU: 2.00% ; MEM: 351.57 MB
iteration: 466 ; CPU: 2.00% ; MEM: 351.57 MB
iteration: 467 ; CPU: 2.00% ; MEM: 351.57 MB
iteration: 468 ; CPU: 2.00% ; MEM: 351.57 MB
iteration: 469 ; CPU: 2.00% ; MEM: 351.57 MB
iteration: 470 ; CPU: 2.00% ; MEM: 351.82 MB
iteration: 471 ; CPU: 2.00% ; MEM: 351.82 MB
iteration: 472 ; CPU: 2.00% ; MEM: 351.82 MB
iteration: 473 ; CPU: 2.00% ; MEM: 351.82 MB
iteration: 474 ; CPU: 2.00% ; MEM: 351.82 MB
iteration: 475 ; CPU: 2.00% ; MEM: 351.82 MB
iteration: 476 ; CPU: 2.00% ; MEM: 351.82 MB
iteration: 477 ; CPU: 2.00% ; MEM: 351.82 MB
iteration: 478 ; CPU: 2.00% ; MEM: 351.82 MB
iteration: 479 ; CPU: 2.00% ; MEM: 351.82 MB
iteration: 480 ; CPU: 2.00% ; MEM: 351.82 MB
iteration: 481 ; CPU: 1.83% ; MEM: 351.82 MB
iteration: 482 ; CPU: 1.83% ; MEM: 351.82 MB
iteration: 483 ; CPU: 1.83% ; MEM: 351.91 MB
iteration: 484 ; CPU: 1.83% ; MEM: 351.91 MB
iteration: 485 ; CPU: 1.83% ; MEM: 351.91 MB
iteration: 486 ; CPU: 1.83% ; MEM: 351.91 MB
iteration: 487 ; CPU: 1.83% ; MEM: 351.91 MB
iteration: 488 ; CPU: 1.83% ; MEM: 351.91 MB
iteration: 489 ; CPU: 1.83% ; MEM: 351.91 MB
iteration: 490 ; CPU: 1.83% ; MEM: 351.94 MB
iteration: 491 ; CPU: 1.83% ; MEM: 351.94 MB
iteration: 492 ; CPU: 1.83% ; MEM: 351.94 MB
iteration: 493 ; CPU: 1.83% ; MEM: 351.94 MB
iteration: 494 ; CPU: 1.83% ; MEM: 351.94 MB
iteration: 495 ; CPU: 1.83% ; MEM: 351.94 MB
iteration: 496 ; CPU: 1.83% ; MEM: 351.94 MB
iteration: 497 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 498 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 499 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 500 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 501 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 502 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 503 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 504 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 505 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 506 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 507 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 508 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 509 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 510 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 511 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 512 ; CPU: 1.83% ; MEM: 351.98 MB
iteration: 513 ; CPU: 1.83% ; MEM: 352.50 MB
iteration: 514 ; CPU: 1.83% ; MEM: 352.57 MB
iteration: 515 ; CPU: 1.83% ; MEM: 352.72 MB
iteration: 516 ; CPU: 1.83% ; MEM: 352.72 MB
iteration: 517 ; CPU: 1.83% ; MEM: 352.72 MB
iteration: 518 ; CPU: 1.83% ; MEM: 352.72 MB
iteration: 519 ; CPU: 1.83% ; MEM: 352.72 MB
iteration: 520 ; CPU: 1.83% ; MEM: 352.72 MB
iteration: 521 ; CPU: 1.83% ; MEM: 352.72 MB
iteration: 522 ; CPU: 1.83% ; MEM: 352.73 MB
iteration: 523 ; CPU: 1.83% ; MEM: 352.73 MB
iteration: 524 ; CPU: 1.83% ; MEM: 352.73 MB
iteration: 525 ; CPU: 1.83% ; MEM: 352.73 MB
iteration: 526 ; CPU: 1.83% ; MEM: 352.73 MB
iteration: 527 ; CPU: 1.83% ; MEM: 352.73 MB
iteration: 528 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 529 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 530 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 531 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 532 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 533 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 534 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 535 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 536 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 537 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 538 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 539 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 540 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 541 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 542 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 543 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 544 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 545 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 546 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 547 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 548 ; CPU: 1.83% ; MEM: 352.76 MB
iteration: 549 ; CPU: 1.83% ; MEM: 352.88 MB
iteration: 550 ; CPU: 1.66% ; MEM: 352.88 MB
iteration: 551 ; CPU: 1.66% ; MEM: 352.88 MB
iteration: 552 ; CPU: 1.66% ; MEM: 352.88 MB
iteration: 553 ; CPU: 1.66% ; MEM: 352.88 MB
iteration: 554 ; CPU: 1.83% ; MEM: 352.88 MB
iteration: 555 ; CPU: 1.83% ; MEM: 352.88 MB
iteration: 556 ; CPU: 1.83% ; MEM: 352.88 MB
iteration: 557 ; CPU: 1.66% ; MEM: 352.88 MB
iteration: 558 ; CPU: 1.66% ; MEM: 352.88 MB
iteration: 559 ; CPU: 1.66% ; MEM: 352.88 MB
iteration: 560 ; CPU: 1.66% ; MEM: 352.88 MB
iteration: 561 ; CPU: 1.66% ; MEM: 352.88 MB
iteration: 562 ; CPU: 1.66% ; MEM: 352.88 MB
iteration: 563 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 564 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 565 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 566 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 567 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 568 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 569 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 570 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 571 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 572 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 573 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 574 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 575 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 576 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 577 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 578 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 579 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 580 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 581 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 582 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 583 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 584 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 585 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 586 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 587 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 588 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 589 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 590 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 591 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 592 ; CPU: 1.66% ; MEM: 352.94 MB
iteration: 593 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 594 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 595 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 596 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 597 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 598 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 599 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 600 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 601 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 602 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 603 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 604 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 605 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 606 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 607 ; CPU: 1.66% ; MEM: 353.00 MB
iteration: 608 ; CPU: 1.66% ; MEM: 353.25 MB
iteration: 609 ; CPU: 1.66% ; MEM: 353.25 MB
iteration: 610 ; CPU: 1.66% ; MEM: 353.25 MB
iteration: 611 ; CPU: 1.66% ; MEM: 353.25 MB
iteration: 612 ; CPU: 1.66% ; MEM: 353.25 MB
iteration: 613 ; CPU: 1.66% ; MEM: 353.25 MB
iteration: 614 ; CPU: 1.66% ; MEM: 353.25 MB
iteration: 615 ; CPU: 1.66% ; MEM: 353.25 MB
iteration: 616 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 617 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 618 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 619 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 620 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 621 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 622 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 623 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 624 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 625 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 626 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 627 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 628 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 629 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 630 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 631 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 632 ; CPU: 1.66% ; MEM: 353.34 MB
iteration: 633 ; CPU: 1.50% ; MEM: 353.39 MB
iteration: 634 ; CPU: 1.50% ; MEM: 353.39 MB
iteration: 635 ; CPU: 1.50% ; MEM: 353.39 MB
iteration: 636 ; CPU: 1.50% ; MEM: 353.39 MB
iteration: 637 ; CPU: 1.50% ; MEM: 353.39 MB
iteration: 638 ; CPU: 1.66% ; MEM: 361.14 MB
iteration: 639 ; CPU: 1.66% ; MEM: 361.14 MB
iteration: 640 ; CPU: 1.50% ; MEM: 361.14 MB
iteration: 641 ; CPU: 1.50% ; MEM: 361.14 MB
iteration: 642 ; CPU: 1.50% ; MEM: 361.14 MB
iteration: 643 ; CPU: 1.50% ; MEM: 361.14 MB
iteration: 644 ; CPU: 1.66% ; MEM: 361.14 MB
iteration: 645 ; CPU: 1.66% ; MEM: 361.14 MB
iteration: 646 ; CPU: 1.50% ; MEM: 361.14 MB
iteration: 647 ; CPU: 1.50% ; MEM: 361.14 MB
iteration: 648 ; CPU: 1.50% ; MEM: 361.14 MB
iteration: 649 ; CPU: 1.50% ; MEM: 361.14 MB
iteration: 650 ; CPU: 1.50% ; MEM: 361.17 MB
iteration: 651 ; CPU: 1.50% ; MEM: 361.17 MB
iteration: 652 ; CPU: 1.50% ; MEM: 361.17 MB
iteration: 653 ; CPU: 1.50% ; MEM: 361.17 MB
iteration: 654 ; CPU: 1.50% ; MEM: 361.17 MB
iteration: 655 ; CPU: 1.50% ; MEM: 361.17 MB
iteration: 656 ; CPU: 1.50% ; MEM: 361.17 MB
iteration: 657 ; CPU: 1.50% ; MEM: 361.17 MB
iteration: 658 ; CPU: 1.50% ; MEM: 361.17 MB
iteration: 659 ; CPU: 1.50% ; MEM: 361.17 MB
iteration: 660 ; CPU: 1.50% ; MEM: 361.17 MB
iteration: 661 ; CPU: 1.50% ; MEM: 361.17 MB
iteration: 662 ; CPU: 1.50% ; MEM: 361.17 MB
iteration: 663 ; CPU: 1.50% ; MEM: 361.26 MB
iteration: 664 ; CPU: 1.50% ; MEM: 361.26 MB
iteration: 665 ; CPU: 1.50% ; MEM: 361.26 MB
iteration: 666 ; CPU: 1.50% ; MEM: 361.26 MB
iteration: 667 ; CPU: 1.50% ; MEM: 361.26 MB
iteration: 668 ; CPU: 1.50% ; MEM: 361.26 MB
iteration: 669 ; CPU: 1.50% ; MEM: 361.26 MB
iteration: 670 ; CPU: 1.50% ; MEM: 361.26 MB
iteration: 671 ; CPU: 1.50% ; MEM: 355.59 MB
iteration: 672 ; CPU: 1.50% ; MEM: 355.67 MB
iteration: 673 ; CPU: 1.50% ; MEM: 355.67 MB
iteration: 674 ; CPU: 1.50% ; MEM: 355.67 MB
iteration: 675 ; CPU: 1.50% ; MEM: 355.67 MB
iteration: 676 ; CPU: 1.50% ; MEM: 355.67 MB
iteration: 677 ; CPU: 1.50% ; MEM: 355.67 MB
iteration: 678 ; CPU: 1.50% ; MEM: 355.67 MB
iteration: 679 ; CPU: 1.50% ; MEM: 355.67 MB
iteration: 680 ; CPU: 1.50% ; MEM: 355.67 MB
iteration: 681 ; CPU: 1.50% ; MEM: 355.67 MB
iteration: 682 ; CPU: 1.50% ; MEM: 355.67 MB
iteration: 683 ; CPU: 1.50% ; MEM: 355.67 MB
iteration: 684 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 685 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 686 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 687 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 688 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 689 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 690 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 691 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 692 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 693 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 694 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 695 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 696 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 697 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 698 ; CPU: 1.50% ; MEM: 356.58 MB
iteration: 699 ; CPU: 1.50% ; MEM: 366.78 MB
iteration: 700 ; CPU: 1.50% ; MEM: 366.86 MB
iteration: 701 ; CPU: 1.50% ; MEM: 366.86 MB
iteration: 702 ; CPU: 1.50% ; MEM: 366.86 MB
iteration: 703 ; CPU: 1.50% ; MEM: 366.86 MB
iteration: 704 ; CPU: 1.50% ; MEM: 366.86 MB
iteration: 705 ; CPU: 1.50% ; MEM: 355.80 MB
iteration: 706 ; CPU: 1.50% ; MEM: 355.80 MB
iteration: 707 ; CPU: 1.50% ; MEM: 355.80 MB
iteration: 708 ; CPU: 1.50% ; MEM: 355.80 MB
iteration: 709 ; CPU: 1.50% ; MEM: 355.80 MB
iteration: 710 ; CPU: 1.50% ; MEM: 355.80 MB
iteration: 711 ; CPU: 1.50% ; MEM: 355.80 MB
iteration: 712 ; CPU: 1.50% ; MEM: 355.80 MB
iteration: 713 ; CPU: 1.50% ; MEM: 355.80 MB
iteration: 714 ; CPU: 1.50% ; MEM: 364.12 MB
iteration: 715 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 716 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 717 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 718 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 719 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 720 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 721 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 722 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 723 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 724 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 725 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 726 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 727 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 728 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 729 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 730 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 731 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 732 ; CPU: 1.50% ; MEM: 366.16 MB
iteration: 733 ; CPU: 1.50% ; MEM: 367.51 MB
iteration: 734 ; CPU: 1.50% ; MEM: 367.51 MB
iteration: 735 ; CPU: 1.50% ; MEM: 369.32 MB
iteration: 736 ; CPU: 1.50% ; MEM: 370.00 MB
iteration: 737 ; CPU: 1.50% ; MEM: 370.00 MB
iteration: 738 ; CPU: 1.50% ; MEM: 370.00 MB
iteration: 739 ; CPU: 1.50% ; MEM: 364.70 MB
iteration: 740 ; CPU: 1.50% ; MEM: 364.70 MB
iteration: 741 ; CPU: 1.50% ; MEM: 364.70 MB
iteration: 742 ; CPU: 1.50% ; MEM: 364.70 MB
iteration: 743 ; CPU: 1.50% ; MEM: 364.70 MB
iteration: 744 ; CPU: 1.50% ; MEM: 364.96 MB
iteration: 745 ; CPU: 1.50% ; MEM: 364.96 MB
iteration: 746 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 747 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 748 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 749 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 750 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 751 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 752 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 753 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 754 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 755 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 756 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 757 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 758 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 759 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 760 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 761 ; CPU: 1.50% ; MEM: 365.21 MB
iteration: 762 ; CPU: 1.50% ; MEM: 365.74 MB
iteration: 763 ; CPU: 1.50% ; MEM: 365.74 MB
iteration: 764 ; CPU: 1.50% ; MEM: 365.74 MB
iteration: 765 ; CPU: 1.50% ; MEM: 365.74 MB
iteration: 766 ; CPU: 1.50% ; MEM: 365.74 MB
iteration: 767 ; CPU: 1.50% ; MEM: 365.74 MB
iteration: 768 ; CPU: 1.50% ; MEM: 365.74 MB
iteration: 769 ; CPU: 1.50% ; MEM: 365.74 MB
iteration: 770 ; CPU: 1.50% ; MEM: 365.75 MB
iteration: 771 ; CPU: 1.50% ; MEM: 365.75 MB
iteration: 772 ; CPU: 1.50% ; MEM: 365.75 MB
iteration: 773 ; CPU: 1.50% ; MEM: 365.75 MB
iteration: 774 ; CPU: 1.50% ; MEM: 365.77 MB
iteration: 775 ; CPU: 1.50% ; MEM: 365.77 MB
iteration: 776 ; CPU: 1.50% ; MEM: 365.77 MB
iteration: 777 ; CPU: 1.50% ; MEM: 365.77 MB
iteration: 778 ; CPU: 1.50% ; MEM: 368.61 MB
iteration: 779 ; CPU: 1.50% ; MEM: 368.61 MB
iteration: 780 ; CPU: 1.50% ; MEM: 368.61 MB
iteration: 781 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 782 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 783 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 784 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 785 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 786 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 787 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 788 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 789 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 790 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 791 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 792 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 793 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 794 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 795 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 796 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 797 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 798 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 799 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 800 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 801 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 802 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 803 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 804 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 805 ; CPU: 1.50% ; MEM: 368.67 MB
iteration: 806 ; CPU: 1.50% ; MEM: 370.43 MB
iteration: 807 ; CPU: 1.50% ; MEM: 370.43 MB
iteration: 808 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 809 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 810 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 811 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 812 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 813 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 814 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 815 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 816 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 817 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 818 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 819 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 820 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 821 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 822 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 823 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 824 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 825 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 826 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 827 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 828 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 829 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 830 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 831 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 832 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 833 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 834 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 835 ; CPU: 1.50% ; MEM: 361.90 MB
iteration: 836 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 837 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 838 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 839 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 840 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 841 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 842 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 843 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 844 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 845 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 846 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 847 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 848 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 849 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 850 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 851 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 852 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 853 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 854 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 855 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 856 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 857 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 858 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 859 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 860 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 861 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 862 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 863 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 864 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 865 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 866 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 867 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 868 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 869 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 870 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 871 ; CPU: 1.50% ; MEM: 361.99 MB
iteration: 872 ; CPU: 1.33% ; MEM: 361.99 MB
iteration: 873 ; CPU: 1.33% ; MEM: 361.99 MB
iteration: 874 ; CPU: 1.33% ; MEM: 361.99 MB
iteration: 875 ; CPU: 1.33% ; MEM: 361.99 MB
