2197.782255859	2197.898252331	116.00
2201.46410201	2202.10020754	636.11
2206.584153726	2207.352420922	768.27
2211.081121644	2211.554469146	473.35
2215.355326073	2215.756393185	401.07
2218.814585247	2218.908182111	93.60
2223.689120195	2224.160130828	471.01
2228.608838291	2229.412139333	803.30
2234.401115328	2234.664106939	262.99
2239.673113395	2239.916149074	243.04
2242.993108709	2243.067762535	74.65
2247.121330877	2247.269697078	148.37
2251.709114242	2252.521636078	812.52
2257.309191109	2257.773524808	464.33
2261.961988962	2261.975100813	13.11
2265.001213911	2265.126824943	125.61
2268.332312324	2269.328729952	996.42
2273.617459455	2274.58049887	963.04
2277.791447162	2278.782225538	990.78
2282.556098272	2282.984052532	427.95
Total events: 20
